g:6755406702946515,Control,108
g:6966500019351888,Control,84
g:6755406703020676,Control,7
g:6755406702955698,Control,15
g:6896135565951525,Control,21
g:6966500019575653,Control,24
g:6966500019575653,Control,4
g:6896135565951525,Control,108
g:6966500019351888,Control,91
g:6966500019575653,Control,89
g:6755406703020676,Control,235
g:6896135565951525,Control,164
g:6755406703020676,Control,59
g:6755406703020676,Control,25
g:6966500019351888,Control,5
g:6896135553708463,Control,10
g:6896135554412277,Control,44
g:6755406702955698,Control,200
g:6755406703020676,Control,48
g:6896135565951525,Control,85
g:6896135554827865,Control,42
g:6755406703020676,Control,7
g:6896135565951525,Control,12
g:6755406702946515,Control,99
g:6896135565951525,Control,236
g:6966500019351888,Control,21
g:6896135554827865,Control,10
g:6966500019575653,Control,58
g:6755406702343831,Control,84
g:6755406702946515,Control,15
g:6755406703020676,Control,83
g:6755406702955698,Control,90
g:6896135565951525,Control,14
g:6755406702955698,Control,289
g:6755406703004661,Control,7
g:6896135554412277,Control,53
g:6896135565951525,Control,11
g:6755406703004661,Control,126
g:6896135553708463,Control,30
g:6896135554827865,Control,11
g:6896135554412277,Control,51
g:6755406703004661,Control,7
g:6896135565951525,Control,64
g:6755406703004661,Control,515
g:6896135554412277,Control,46
g:6755406702955698,Control,4
g:6825771162794471,Control,4
g:6896135565951525,Control,4
g:6896135553708463,Control,478
g:6896135565951525,Control,31
g:6755406702946515,Control,253
g:6896135553708463,Control,113
g:6755406702946515,Control,75
g:6896135565951525,Control,581
g:6966500019575653,Control,158
g:6755406703004661,Control,15
g:6755406702955698,Control,20
g:6825771162794471,Control,31
g:6755406703004661,Control,146
g:6755406702946515,Control,14
g:6825771159099249,Control,6
g:6896135565951525,Control,254
g:6896135554412277,Control,6
g:6966500019575653,Control,8
g:6755406702955698,Control,55
g:6896135565951525,Control,26
g:6896135565951525,Control,536
g:6896135554827865,Control,35
g:6896135554827865,Control,34
g:6755406702955698,Control,13
g:6896135553708463,Control,15
g:6755406703004661,Control,12
g:6755406702955698,Control,210
g:6896135727448203,Control,85
g:6966500019351888,Control,31
g:6896135554412277,Control,4
g:6896135553708463,Control,23
g:6755406702343831,Control,4
g:6755406703004661,Control,63
g:6755406703020676,Control,197
g:6966500019575653,Control,253
g:6755406703004661,Control,12
g:6896135554412277,Control,130
g:6966500019351888,Control,25
g:6755406702955698,Control,4
g:6755406703020676,Control,43
g:6896135554827865,Control,8
g:6825771159099249,Control,13
g:6896135565951525,Control,38
g:6966500019351888,Control,62
g:6755406703004661,Control,26
g:6755406703004661,Control,5
g:6966500019351888,Control,19
g:6896135553708463,Control,196
g:6966500019575653,Control,13
g:6896135554412277,Control,4
g:6825771159099249,Control,16
g:6896135554412277,Control,85
g:6755406702946515,Control,75
g:6966500019351888,Control,5
g:6825771162794471,Control,4
g:6896135565951525,Control,16
g:6966500019351888,Control,111
g:6755406703004661,Control,16
g:6755406703020676,Control,39
g:6825771159099249,Control,98
g:6755406703020676,Control,10
g:6896135553708463,Control,26
g:6896135553708463,Control,24
g:6966500019351888,Control,15
g:6896135727448203,Control,23
g:6755406703020676,Control,29
g:6755406703020676,Control,15
g:6755406703004661,Control,142
g:6755406703020676,Control,6
g:6755406702946515,Control,121
g:6755406703020676,Control,65
g:6966500019351888,Control,15
g:6966500019351888,Control,15
g:6755406702955698,Control,282
g:6896135565951525,Control,56
g:6896135565951525,Control,25
g:6896135554412277,Control,4
g:6896135553708463,Control,85
g:6966500019575653,Control,19
g:6896135553708463,Control,9
g:6755406702946515,Control,10
g:6966500019575653,Control,61
g:6755406703020676,Control,83
g:6755406703004661,Control,4
g:6896135553708463,Control,71
g:6755406703004661,Control,9
g:6755406703020676,Control,22
g:6825771159099249,Control,4
g:6896135565951525,Control,194
g:6896135554827865,Control,17
g:6755406702955698,Control,17
g:6966500019575653,Control,56
g:6896135554827865,Control,6
g:6755406703020676,Control,26
g:6896135554412277,Control,30
g:6966500019351888,Control,7
g:6755406702955698,Control,9
g:6896135554827865,Control,8
g:6825771162794471,Control,6
g:6755406703020676,Control,55
g:6755406702946515,Control,19
g:6966500019575653,Control,29
g:6755406702946515,Control,165
g:6896135554827865,Control,7
g:6966500019575653,Control,12
g:6896135565951525,Control,62
g:6755406703004661,Control,339
g:6755406703004661,Control,11
g:6755406703020676,Control,261
g:6966500019351888,Control,203
g:6896135554827865,Control,17
g:6966500019575653,Control,21
g:6896135554827865,Control,12
g:6896135554827865,Control,21
g:6896135565951525,Control,22
g:6966500019575653,Control,8
g:6966500019575653,Control,132
g:6755406703020676,Control,175
g:6966500019575653,Control,9
g:6896135553708463,Control,4
g:6825771159099249,Control,23
g:6755406703020676,Control,304
g:6755406703020676,Control,306
g:6755406703004661,Control,76
g:6755406703020676,Control,175
g:6896135554412277,Control,15
g:6896135565951525,Control,527
g:6896135565951525,Control,169
g:6825771162794471,Control,75
g:6966500019351888,Control,5
g:6825771162794471,Control,6
g:6825771159099249,Control,15
g:6755406702946515,Control,30
g:6896135553708463,Control,26
g:6966500019351888,Control,5
g:6825771162794471,Control,85
g:6755406702343831,Control,16
g:6755406703004661,Control,279
g:6755406702955698,Control,266
g:6896135554827865,Control,63
g:6966500019351888,Control,77
g:6755406702946515,Control,522
g:6755406702955698,Control,21
g:6825771159099249,Control,49
g:6896135554827865,Control,111
g:6896135554827865,Control,41
g:6755406703004661,Control,4
g:6755406702955698,Control,365
g:6896135553708463,Control,26
g:6825771162794471,Control,29
g:6755406703004661,Control,14
g:6966500019351888,Control,86
g:6966500019351888,Control,33
g:6825771159099249,Control,7
g:6825771162794471,Control,15
g:6825771159099249,Control,114
g:6825771159099249,Control,4
g:6755406702343831,Control,251
g:6896135553708463,Control,9
g:6966500019351888,Control,81
g:6755406703004661,Control,6
g:6825771159099249,Control,71
g:6755406703020676,Control,62
g:6755406702946515,Control,95
g:6755406702955698,Control,288
g:6896135554412277,Control,364
g:6755406702946515,Control,24
g:6896135565951525,Control,90
g:6755406703004661,Control,35
g:6896135554827865,Control,4
g:6896135554412277,Control,27
g:6966500019575653,Control,130
g:6755406702955698,Control,9
g:6755406702946515,Control,18
g:6755406702343831,Control,123
g:6755406702343831,Control,127
g:6755406703020676,Control,30
g:6896135565951525,Control,14
g:6825771159099249,Control,48
g:6755406703004661,Control,11
g:6755406703004661,Control,133
g:6755406703020676,Control,4
g:6896135565951525,Control,171
g:6896135565951525,Control,18
g:6825771162794471,Control,58
g:6825771159099249,Control,12
g:6755406703020676,Control,5
g:6966500019575653,Control,104
g:6896135565951525,Control,276
g:6755406703004661,Control,8
g:6825771159099249,Control,5
g:6755406703020676,Control,162
g:6825771159099249,Control,438
g:6966500019575653,Control,14
g:6825771159099249,Control,127
g:6755406702955698,Control,31
g:6966500019575653,Control,94
g:6755406702343831,Control,200
g:6966500019575653,Control,22
g:6966500019351888,Control,42
g:6966500019351888,Control,46
g:6896135727448203,Control,61
g:6755406702343831,Control,9
g:6896135554827865,Control,584
g:6825771159099249,Control,23
g:6825771162794471,Control,5
g:6896135553708463,Control,9
g:6755406703004661,Control,6
g:6755406702946515,Control,27
g:6825771159099249,Control,89
g:6896135565951525,Control,215
g:6896135565951525,Control,120
g:6966500019575653,Control,170
g:6755406703004661,Control,82
g:6896135565951525,Control,47
g:6755406703004661,Control,134
g:6755406703020676,Control,182
g:6825771159099249,Control,24
g:6825771162794471,Control,4
g:6755406702955698,Control,140
g:6825771162794471,Control,23
g:6755406703004661,Control,26
g:6755406703004661,Control,101
g:6966500019575653,Control,107
g:6896135554412277,Control,137
g:6896135554412277,Control,52
g:6825771159099249,Control,29
g:6966500019351888,Control,7
g:6896135554827865,Control,122
g:6896135554412277,Control,107
g:6896135553708463,Control,105
g:6825771159099249,Control,132
g:6966500019575653,Control,96
g:6755406703004661,Control,4
g:6825771159099249,Control,4
g:6755406703004661,Control,25
g:6896135553708463,Control,64
g:6896135553708463,Control,26
g:6825771162794471,Control,33
g:6755406702343831,Control,204
g:6825771159099249,Control,28
g:6755406703004661,Control,47
g:6825771162794471,Control,415
g:6825771162794471,Control,18
g:6896135553708463,Control,119
g:6755406703004661,Control,10
g:6755406703020676,Control,44
g:6755406702955698,Control,6
g:6755406702955698,Control,43
g:6755406703020676,Control,113
g:6755406703020676,Control,23
g:6896135553708463,Control,11
g:6755406702955698,Control,35
g:6755406702955698,Control,16
g:6755406702343831,Control,17
g:6755406703020676,Control,33
g:6755406703004661,Control,122
g:6755406702343831,Control,7
g:6755406703004661,Control,50
g:6966500019575653,Control,57
g:6755406703020676,Control,10
g:6755406702955698,Control,140
g:6966500019351888,Control,15
g:6966500019575653,Control,4
g:6755406702955698,Control,454
g:6966500019575653,Control,11
g:6896135554827865,Control,92
g:6896135565951525,Control,14
g:6755406702343831,Control,72
g:6896135554827865,Control,34
g:6825771162794471,Control,212
g:6755406703004661,Control,9
g:6755406703004661,Control,386
g:6966500019575653,Control,68
g:6755406703004661,Control,106
g:6825771159099249,Control,432
g:6896135554827865,Control,74
g:6825771159099249,Control,393
g:6896135554827865,Control,28
g:6755406702343831,Control,127
g:6755406703020676,Control,389
g:6825771159099249,Control,39
g:6896135565951525,Control,71
g:6896135553708463,Control,34
g:6896135554412277,Control,360
g:6755406702955698,Control,111
g:6896135554412277,Control,47
g:6755406702955698,Control,21
g:6755406702946515,Control,9
g:6755406703004661,Control,17
g:6755406702955698,Control,45
g:6896135565951525,Control,12
g:6755406702946515,Control,11
g:6896135554412277,Control,126
g:6755406702946515,Control,23
g:6755406703004661,Control,17
g:6755406703020676,Control,92
g:6896135565951525,Control,4
g:6755406702946515,Control,62
g:6755406703020676,Control,5
g:6896135565951525,Control,88
g:6896135554827865,Control,43
g:6755406703004661,Control,44
g:6755406703020676,Control,101
g:6896135727448203,Control,491
g:6966500019575653,Control,154
g:6896135565951525,Control,40
g:6755406702955698,Control,49
g:6896135554827865,Control,32
g:6896135565951525,Control,101
g:6755406702955698,Control,266
g:6755406702946515,Control,8
g:6896135565951525,Control,129
g:6825771162794471,Control,7
g:6755406702343831,Control,30
g:6755406703004661,Control,5
g:6755406702955698,Control,7
g:6755406703020676,Control,38
g:6966500019351888,Control,6
g:6896135554412277,Control,49
g:6755406702946515,Control,45
g:6896135554412277,Control,7
g:6755406703004661,Control,43
g:6896135554412277,Control,38
g:6966500019351888,Control,104
g:6896135565951525,Control,12
g:6825771159099249,Control,92
g:6896135565951525,Control,10
g:6755406703004661,Control,212
g:6896135565951525,Control,16
g:6896135565951525,Control,34
g:6755406703004661,Control,74
g:6755406703020676,Control,71
g:6755406703004661,Control,12
g:6825771159099249,Control,439
g:6896135553708463,Control,123
g:6755406703020676,Control,63
g:6966500019575653,Control,21
g:6896135554827865,Control,5
g:6825771162794471,Control,394
g:6896135554412277,Control,4
g:6896135554827865,Control,26
g:6755406703004661,Control,132
g:6966500019351888,Control,62
g:6966500019351888,Control,17
g:6825771162794471,Control,40
g:6825771162794471,Control,105
g:6896135554827865,Control,14
g:6755406702946515,Control,13
g:6896135554827865,Control,12
g:6896135554827865,Control,50
g:6755406703004661,Control,22
g:6896135565951525,Control,17
g:6825771159099249,Control,10
g:6896135554827865,Control,327
g:6896135554827865,Control,58
g:6896135554827865,Control,11
g:6896135565951525,Control,31
g:6966500019351888,Control,345
g:6825771159099249,Control,13
g:6755406702343831,Control,73
g:6755406703020676,Control,145
g:6966500019351888,Control,69
g:6825771159099249,Control,4
g:6896135553708463,Control,27
g:6825771162794471,Control,191
g:6896135553708463,Control,16
g:6896135554827865,Control,339
g:6755406702946515,Control,17
g:6755406703004661,Control,10
g:6825771159099249,Control,174
g:6896135565951525,Control,109
g:6896135727448203,Control,6
g:6755406703004661,Control,12
g:6896135727448203,Control,21
g:6966500019351888,Control,43
g:6896135554412277,Control,33
g:6755406703004661,Control,22
g:6755406703004661,Control,11
g:6896135553708463,Control,10
g:6896135553708463,Control,49
g:6896135565951525,Control,102
g:6966500019575653,Control,112
g:6896135727448203,Control,69
g:6755406703004661,Control,19
g:6755406702343831,Control,267
g:6755406702343831,Control,141
g:6755406702955698,Control,271
g:6896135554827865,Control,4
g:6755406703004661,Control,25
g:6966500019575653,Control,13
g:6755406703004661,Control,11
g:6966500019351888,Control,18
g:6825771159099249,Control,4
g:6755406703004661,Control,5
g:6755406702343831,Control,126
g:6755406702946515,Control,269
g:6825771162794471,Control,488
g:6896135554827865,Control,11
g:6896135554412277,Control,6
g:6825771159099249,Control,4
g:6825771159099249,Control,17
g:6896135554827865,Control,24
g:6966500019575653,Control,87
g:6825771159099249,Control,406
g:6825771162794471,Control,13
g:6896135554412277,Control,141
g:6966500019351888,Control,176
g:6755406703004661,Control,29
g:6896135553708463,Control,14
g:6755406702946515,Control,480
g:6825771162794471,Control,38
g:6755406703004661,Control,194
g:6755406703004661,Control,247
g:6755406703004661,Control,13
g:6896135554412277,Control,5
g:6755406702946515,Control,26
g:6755406703004661,Control,49
g:6896135554827865,Control,15
g:6755406703020676,Control,100
g:6896135565951525,Control,4
g:6825771159099249,Control,33
g:6896135727448203,Control,87
g:6896135565951525,Control,5
g:6755406702955698,Control,71
g:6966500019575653,Control,24
g:6755406703004661,Control,17
g:6896135554827865,Control,21
g:6966500019575653,Control,6
g:6825771162794471,Control,12
g:6896135565951525,Control,288
g:6896135565951525,Control,15
g:6966500019351888,Control,15
g:6755406702343831,Control,4
g:6755406703020676,Control,220
g:6755406703020676,Control,35
g:6755406702955698,Control,13
g:6825771162794471,Control,60
g:6755406702955698,Control,75
g:6966500019351888,Control,139
g:6966500019575653,Control,8
g:6896135554412277,Control,214
g:6966500019351888,Control,66
g:6755406702946515,Control,7
g:6755406702946515,Control,135
g:6966500019351888,Control,18
g:6966500019351888,Control,120
g:6755406702946515,Control,12
g:6966500019575653,Control,9
g:6755406703004661,Control,8
g:6755406703004661,Control,6
g:6755406703020676,Control,9
g:6966500019351888,Control,8
g:6755406703004661,Control,6
g:6896135554827865,Control,116
g:6825771159099249,Control,126
g:6755406703020676,Control,140
g:6966500019575653,Control,31
g:6755406703004661,Control,34
g:6896135553708463,Control,17
g:6755406702955698,Control,7
g:6896135565951525,Control,181
g:6825771162794471,Control,89
g:6896135727448203,Control,36
g:6825771162794471,Control,5
g:6896135565951525,Control,46
g:6896135554827865,Control,127
g:6966500019351888,Control,15
g:6755406702343831,Control,4
g:6896135554827865,Control,22
g:6825771159099249,Control,11
g:6825771159099249,Control,93
g:6755406703020676,Control,157
g:6896135553708463,Control,4
g:6755406702955698,Control,47
g:6755406703004661,Control,4
g:6755406703004661,Control,64
g:6966500019575653,Control,73
g:6966500019575653,Control,382
g:6755406703004661,Control,40
g:6896135727448203,Control,36
g:6896135554827865,Control,24
g:6755406703004661,Control,4
g:6896135553708463,Control,6
g:6825771159099249,Control,7
