2016-05-10,16,23
2016-05-11,11,25
2016-05-12,17,14
2016-05-13,14,30
2016-05-14,16,44
2016-05-15,11,30
2016-05-16,14,27
2016-05-17,10,24
2016-05-18,11,16
2016-05-19,12,31
2016-05-20,15,21
2016-05-21,30,29
2016-05-22,14,19
2016-05-23,15,23
2016-05-24,14,27
2016-05-25,10,14
2016-05-26,20,13
2016-05-27,8,24
2016-05-28,17,29
2016-05-29,19,28
2016-05-30,21,40
2016-05-31,10,24
2016-06-01,14,18
2016-06-02,13,48
2016-06-03,15,18
2016-06-04,24,24
